playtime,joincount,game_interactions,tnt_ratio,grieferbool
11,11,183,19,1
787,28,994,11,0
847,26,824,19,0
372,17,857,2,0
663,49,825,0,0
55,48,648,30,0
13,2,282,13,1
7,5,278,18,1
49,16,68,23,1
19,13,73,15,1
31,13,333,15,1
493,15,474,12,0
28,15,466,13,1
2,10,276,25,1
32,6,171,30,1
47,6,210,15,1
105,36,237,24,0
37,12,367,26,1
13,25,279,15,0
183,29,860,10,0
949,48,475,30,0
10,2,76,18,1
421,43,605,17,0
5,17,425,16,1
30,0,283,21,1
538,18,287,22,0
39,4,75,24,1
166,16,965,3,0
508,3,717,17,0
28,14,160,13,1
163,22,755,27,0
10,7,173,23,1
988,4,915,16,0
941,13,918,17,0
46,10,349,20,1
46,7,136,11,1
508,33,251,29,0
290,11,298,14,0
45,40,952,2,0
746,38,826,17,0
23,4,457,11,1
30,11,30,19,1
233,37,768,11,0
48,10,144,15,1
614,7,703,22,0
28,2,271,24,1
920,36,836,13,0
44,4,214,20,1
798,24,231,15,0
444,47,92,24,0
32,12,17,20,1
37,15,170,10,1
496,21,249,6,0
821,7,757,0,0
20,12,319,25,1
638,3,884,9,0
225,38,574,0,0
856,13,777,17,0
809,36,251,9,0
28,16,324,11,1
307,8,944,30,0
996,29,547,30,0
17,20,83,10,1
693,5,616,17,0
32,11,424,16,1
361,26,497,5,0
12,8,432,19,1
18,19,459,11,1
98,37,49,14,0
47,8,3,26,1
26,16,407,22,1
49,14,82,17,1
499,31,229,7,0
11,19,286,26,1
42,17,200,16,1
5,14,155,22,1
653,48,54,26,0
512,23,50,7,0
7,0,254,10,1
708,38,632,23,0
924,50,997,4,0
785,37,945,19,0
33,20,248,28,1
30,17,368,22,1
74,35,487,19,0
368,49,654,12,0
21,10,340,16,1
0,18,393,29,1
342,39,502,13,0
217,13,954,30,0
249,14,536,26,0
10,1,429,18,1
236,0,411,11,0
35,10,131,12,1
34,7,305,29,1
30,12,83,25,0
16,15,279,14,1
8,5,432,13,1
776,33,925,19,0
828,2,37,4,0
200,29,451,17,0
603,19,243,9,0
48,13,149,25,1
11,14,44,14,1
34,9,219,10,1
18,13,56,27,1
949,14,995,25,0
10,17,373,18,1
43,1,246,21,1
486,6,389,2,0
9,31,61,23,0
48,3,268,18,1
49,15,60,14,1
20,3,51,26,1
31,6,114,29,1
32,8,311,26,1
47,14,0,13,1
37,8,168,15,1
35,5,450,15,1
84,3,198,20,0
892,9,545,24,0
223,22,313,5,0
38,37,259,15,0
358,1,491,13,0
15,12,300,19,1
34,18,196,24,1
544,39,893,16,0
26,6,120,30,1
238,32,201,20,0
33,18,342,19,1
13,6,272,10,1
17,3,4,16,1
27,3,27,28,1
36,9,272,21,1
21,6,322,18,1
32,16,190,25,1
980,49,170,26,0
381,46,603,12,0
18,15,333,17,1
4,15,355,27,1
16,20,335,30,1
11,6,282,12,1
47,38,511,10,0
42,5,253,14,1
32,18,79,15,1
637,40,764,12,0
40,20,229,10,1
15,8,359,24,1
628,7,179,20,0
5,22,193,1,0
515,4,91,25,0
11,18,53,25,1
18,2,42,16,1
15,17,173,18,1
83,39,572,26,0
214,3,926,27,0
368,37,510,13,0
12,17,467,22,1
49,12,459,15,1
13,1,306,14,1
702,6,633,22,0
707,41,256,11,0
43,43,486,17,0
961,42,601,28,0
898,8,229,8,0
30,11,126,14,1
410,21,559,4,0
423,19,24,5,0
255,3,37,13,0
46,2,314,24,1
208,45,843,0,0
997,22,139,5,0
18,0,95,22,1
48,12,324,11,1
52,7,427,20,0
28,13,134,20,1
43,20,104,23,1
40,8,84,11,1
586,46,513,12,0
32,5,268,24,1
8,14,179,17,1
209,28,518,8,0
38,4,267,14,1
50,11,395,14,1
677,5,565,4,0
42,19,345,30,1
786,21,585,23,0
451,30,120,5,0
4,6,998,12,0
519,31,527,3,0
7,6,297,19,1
6,1,494,24,1
119,37,603,16,0
612,23,339,2,0
31,1,93,25,1
42,19,449,21,1
554,1,916,24,0
246,10,700,2,0
455,31,683,1,0
27,4,331,10,1
13,19,122,24,1
270,28,944,19,0
25,9,432,28,1
41,0,89,30,1
377,38,360,24,0
42,10,265,14,1
5,2,97,19,1
17,3,18,22,1
429,19,454,28,0
42,49,387,24,0
34,18,216,28,1
425,25,561,0,0
704,21,905,6,0
39,18,430,17,1
7,10,29,28,1
347,20,861,16,0
35,5,384,29,1
805,34,753,0,0
299,35,207,19,0
27,13,373,23,1
1000,2,927,16,0
22,7,101,15,1
802,0,549,9,0
380,46,436,18,0
265,24,528,12,0
41,9,440,15,1
621,40,571,10,0
44,4,272,30,1
5,12,438,18,1
713,13,791,23,0
49,13,410,23,1
803,48,346,5,0
318,14,292,10,0
38,1,272,10,1
4,10,293,22,0
48,7,246,25,1
17,19,484,14,0
15,20,454,28,1
6,19,182,15,0
20,15,254,12,1
6,5,426,14,1
440,21,457,28,0
38,3,121,15,1
48,10,316,15,1
46,9,167,29,1
18,1,65,19,1
42,16,21,17,1
478,28,895,16,0
808,7,699,20,0
12,4,347,23,1
39,9,87,21,1
348,11,885,19,0
39,18,41,10,1
9,11,288,26,1
15,3,248,21,1
132,17,46,24,0
19,6,57,22,1
46,6,145,12,1
83,21,877,13,0
613,17,817,11,0
15,7,370,17,1
764,40,771,6,0
30,12,372,23,1
46,10,269,14,1
890,27,929,21,0
42,48,26,15,0
628,40,65,10,0
15,18,368,10,1
623,47,456,12,0
568,13,584,18,0
42,2,245,14,1
13,4,361,11,1
16,8,239,20,1
468,3,819,7,0
786,42,240,2,0
925,50,34,2,0
877,15,779,28,0
405,41,400,17,0
609,9,145,24,0
19,16,139,22,1
588,23,663,3,0
376,17,727,0,0
49,14,251,13,1
11,15,30,14,1
14,2,136,21,1
703,31,361,17,0
522,18,823,6,0
862,10,74,10,0
40,4,165,16,1
530,34,491,5,0
836,38,352,2,0
15,14,473,19,1
941,18,749,29,0
320,29,208,22,0
9,13,448,24,1
42,9,114,26,1
25,12,347,24,1
21,5,26,25,1
15,1,282,23,1
719,2,856,8,0
922,50,713,14,0
279,42,969,0,0
44,2,341,23,1
22,10,308,10,1
282,16,409,28,0
30,9,409,11,1
206,12,140,1,0
556,20,547,28,0
354,13,618,28,0
415,1,695,24,0
38,27,591,26,0
609,23,849,30,0
518,42,649,9,0
50,3,48,23,1
38,2,295,10,1
849,18,515,7,0
635,6,146,10,0
28,5,484,14,1
47,17,290,11,1
25,4,214,22,1
29,18,186,20,1
34,4,0,29,1
201,50,199,8,0
17,7,289,27,1
626,27,222,14,0
24,2,179,15,1
35,7,264,23,1
6,10,413,12,1
24,20,293,26,1
26,17,157,28,1
830,49,18,1,0
35,0,310,10,1
10,4,212,26,1
31,19,247,27,1
709,9,23,8,0
220,0,783,20,0
32,16,381,14,1
21,0,254,30,1
28,10,308,29,1
29,13,462,21,1
24,0,370,28,1
46,2,218,26,1
1,4,244,26,1
682,38,519,17,0
11,6,186,18,1
5,20,21,12,1
968,13,174,25,0
10,2,467,23,1
40,17,428,17,1
20,7,203,11,1
346,47,133,1,0
495,16,403,27,0
402,30,495,2,0
790,23,986,16,0
727,1,579,13,0
14,13,159,29,1
5,9,79,30,1
9,1,106,20,1
572,7,39,17,0
684,44,335,16,0
9,6,223,21,1
50,11,400,27,1
425,38,494,14,0
335,42,601,11,0
381,49,578,29,0
505,6,671,9,0
46,31,908,21,0
26,18,12,24,1
147,43,528,18,0
8,9,336,15,1
992,6,294,23,0
251,28,282,6,0
514,31,292,24,0
48,15,218,26,1
34,15,289,23,1
40,16,196,11,1
21,12,151,11,1
16,8,292,25,1
397,18,116,12,0
109,47,395,25,0
43,12,378,26,1
611,38,929,22,0
117,17,892,11,0
796,39,651,29,0
642,38,820,26,0
849,7,891,3,0
284,10,106,28,0
10,12,488,18,1
18,9,83,28,1
99,7,624,0,0
12,9,205,17,1
20,18,97,21,1
2,13,9,12,1
981,33,49,8,0
5,20,465,30,1
820,30,790,20,0
68,11,624,29,0
15,15,297,29,1
47,18,347,25,1
359,42,732,20,0
8,1,295,24,1
349,18,680,7,0
172,7,623,10,0
13,16,42,28,1
249,42,557,7,0
941,5,618,1,0
6,1,266,13,1
3,2,90,30,1
117,37,929,4,0
43,13,322,30,1
17,1,191,21,1
844,7,465,13,0
23,19,240,11,1
28,11,330,20,1
33,18,20,13,1
33,15,420,17,1
923,41,774,26,0
15,0,446,13,1
37,17,174,29,1
719,43,704,1,0
16,2,101,22,1
152,12,225,28,0
3,4,325,22,1
406,42,641,13,0
12,8,453,24,1
29,4,453,17,1
155,50,663,13,0
978,27,350,25,0
45,4,83,23,1
38,11,360,25,1
2,10,82,27,1
368,10,624,8,0
267,49,930,22,0
26,15,413,11,1
48,11,399,30,1
464,26,467,29,0
12,19,347,21,1
461,44,468,5,0
356,44,134,28,0
182,47,581,22,0
851,44,67,14,0
23,6,427,25,1
25,0,386,25,1
49,11,49,22,1
12,20,396,25,1
954,11,494,15,0
20,16,326,28,1
99,9,172,21,0
969,15,746,3,0
960,38,720,1,0
47,13,41,30,1
23,8,317,10,1
29,8,369,16,1
1,15,409,23,1
605,13,394,17,0
3,39,706,11,0
620,15,442,22,0
42,20,34,12,1
9,9,377,12,1
372,26,300,13,0
48,12,377,26,1
32,1,378,18,1
664,5,813,17,0
36,10,314,17,1
26,9,330,18,1
635,13,636,4,0
47,16,134,22,1
27,20,350,13,1
20,16,308,10,1
861,4,371,4,0
177,24,447,6,0
50,19,87,24,1
824,0,111,1,0
30,6,178,28,1
12,8,131,26,1
141,15,865,27,0
758,3,235,20,0
26,9,464,15,1
672,43,49,8,0
676,44,8,1,0
0,15,494,22,1
455,5,529,3,0
34,8,213,15,1
44,3,467,23,1
524,31,550,20,0
53,7,62,3,0
27,13,274,29,1
41,17,205,27,1
12,11,480,18,1
224,21,823,15,0
2,6,278,23,1
469,8,537,24,0
409,9,158,5,0
34,19,184,19,1
481,48,343,16,0
33,30,830,10,0
267,10,772,28,0
21,7,297,11,1
8,9,410,17,1
881,46,869,18,0
2,2,392,29,1
290,19,892,5,0
579,3,597,27,0
958,19,369,9,0
480,12,89,30,0
31,4,260,28,1
764,1,197,27,0
30,14,426,23,1
31,20,40,15,1
977,44,924,9,0
29,23,116,22,0
3,0,90,29,1
26,12,179,27,1
753,0,79,0,0
958,39,103,13,0
21,18,376,14,1
405,41,221,28,0
45,13,270,11,1
50,19,181,14,1
76,17,645,11,0
27,16,231,26,1
537,2,710,28,0
13,12,117,11,1
482,24,570,15,0
842,19,409,7,0
812,26,24,0,0
27,16,410,10,1
9,8,254,23,1
522,25,647,17,0
8,15,211,17,1
338,10,949,20,0
269,27,505,23,0
31,15,54,22,1
987,38,588,1,0
2,0,9,21,1
19,8,438,11,1
30,17,113,11,1
22,7,210,26,1
16,12,476,27,1
13,15,286,24,1
23,6,75,20,1
818,47,390,22,0
46,8,293,17,1
26,20,314,24,1
726,22,607,5,0
227,22,870,25,0
532,32,305,30,0
6,14,309,19,1
405,45,146,1,0
640,41,792,14,0
3,7,447,13,1
554,15,784,7,0
73,31,177,0,0
337,29,438,24,0
641,32,317,25,0
33,15,176,26,1
89,25,220,6,0
59,4,56,24,0
47,18,231,23,1
563,19,653,15,0
518,44,192,28,0
286,11,221,5,0
9,10,221,18,1
1,11,226,12,1
876,2,958,27,0
20,4,395,27,1
705,21,781,18,0
15,12,443,26,1
271,37,682,13,0
747,47,775,26,0
338,48,489,26,0
14,17,15,20,1
348,10,239,20,0
127,15,558,5,0
218,26,860,12,0
428,42,456,9,0
13,17,99,19,1
777,28,848,23,0
19,20,9,23,1
88,38,547,29,0
31,6,211,15,1
671,41,923,9,0
12,6,325,11,1
330,0,234,12,0
785,34,245,26,0
21,16,60,28,1
843,8,848,12,0
978,33,291,1,0
769,49,247,12,0
0,13,44,19,1
47,15,462,26,1
9,16,84,30,1
16,3,97,11,1
37,1,408,27,1
30,2,329,24,1
30,2,67,18,1
875,18,747,3,0
10,14,102,14,1
29,5,147,24,1
170,39,838,14,0
19,5,369,10,1
937,45,809,6,0
8,20,212,19,1
128,28,321,7,0
75,37,666,6,0
234,9,645,24,0
4,16,160,24,1
45,12,225,15,1
2,12,34,18,1
216,43,872,30,0
48,9,3,11,1
116,49,673,15,0
26,8,415,27,1
418,8,136,1,0
201,20,81,5,0
41,14,398,27,1
24,15,224,24,1
861,6,564,1,0
32,13,55,16,1
29,8,318,20,1
21,7,231,12,1
12,10,209,24,1
713,26,637,2,0
43,0,302,24,1
307,44,423,19,0
125,49,507,26,0
7,0,451,19,1
10,14,300,10,1
40,20,144,18,1
7,8,151,28,1
359,28,698,12,0
888,33,588,5,0
460,45,32,15,0
14,19,142,13,1
629,41,364,28,0
39,5,94,25,1
87,34,556,23,0
17,14,11,10,1
26,18,280,29,1
269,43,218,13,0
401,27,346,23,0
16,10,10,11,1
21,3,148,17,1
46,2,402,30,1
576,20,218,12,0
19,1,175,10,1
22,4,325,24,1
44,0,355,22,1
382,44,847,7,0
945,43,153,23,0
25,15,81,11,0
15,8,70,15,1
564,12,664,10,0
939,16,614,11,0
41,48,272,7,0
144,50,68,4,0
15,3,218,18,1
257,28,189,11,0
916,2,292,13,0
28,14,237,17,1
32,20,425,21,1
665,22,610,19,0
23,16,441,17,1
664,39,811,15,0
32,14,324,22,1
29,6,356,12,1
111,8,772,16,0
0,13,31,13,1
64,8,448,25,0
241,37,995,18,0
13,0,457,30,1
370,20,461,26,0
217,12,748,18,0
6,2,111,20,1
29,8,360,16,1
14,2,465,23,1
371,39,594,2,0
722,0,729,24,0
583,31,60,4,0
29,16,149,12,1
590,10,25,19,0
684,26,265,20,0
75,38,929,12,0
897,27,129,3,0
10,1,314,15,1
38,17,96,18,1
29,15,163,15,1
4,2,98,17,1
42,3,135,17,1
43,11,480,16,1
16,0,346,16,1
41,20,188,20,1
14,6,242,19,1
572,13,260,27,0
35,13,403,28,1
30,1,165,10,1
480,5,894,6,0
24,11,255,21,1
191,17,104,26,0
1,19,21,18,1
945,23,642,3,0
290,3,459,22,0
18,15,437,17,1
413,12,354,0,0
109,6,827,24,0
788,4,902,25,0
37,1,310,21,1
21,2,125,24,1
319,26,505,3,0
137,19,598,3,0
527,50,5,2,0
489,15,188,6,0
35,16,56,24,1
3,14,288,19,1
45,20,167,28,1
870,37,392,22,0
446,36,323,23,0
31,20,404,30,1
46,15,347,11,1
786,32,876,25,0
6,3,200,13,1
523,4,254,25,0
597,30,470,24,0
640,9,858,25,0
0,13,9,25,1
19,1,461,20,1
3,14,351,10,1
851,22,817,8,0
26,8,331,15,1
0,17,350,14,1
12,7,214,27,1
296,22,34,10,0
26,23,242,24,0
41,16,170,14,1
182,26,10,1,0
16,6,343,10,1
860,14,239,8,0
32,30,583,28,0
838,28,304,20,0
7,12,490,22,1
13,11,457,28,1
529,30,409,24,0
10,19,296,14,1
705,27,221,13,0
476,27,832,0,0
33,5,136,12,1
343,28,651,11,0
362,45,365,21,0
578,36,842,16,0
480,25,483,1,0
29,6,64,27,1
0,8,479,16,1
763,9,626,26,0
143,21,718,21,0
182,22,235,10,0
33,13,141,25,1
10,0,176,21,1
22,3,87,14,1
48,9,239,30,1
362,8,354,14,0
465,17,110,25,0
93,48,56,29,0
32,12,279,14,1
921,17,152,11,0
47,11,55,21,1
370,40,667,9,0
32,14,471,11,1
37,40,439,30,0
703,11,684,3,0
133,46,135,9,0
23,6,240,19,1
903,3,227,30,0
6,0,371,30,1
269,26,683,8,0
743,22,586,6,0
154,15,121,16,0
26,9,374,27,1
1,17,439,11,1
48,6,392,21,1
30,13,75,10,1
31,19,190,19,1
217,37,568,10,0
729,16,459,21,0
22,9,35,10,1
335,35,747,25,0
587,18,772,29,0
853,4,22,12,0
34,9,56,23,1
936,9,365,14,0
36,16,56,10,1
25,13,457,29,1
601,35,353,4,0
41,2,242,10,1
720,37,2,12,0
26,11,343,25,1
416,42,792,15,0
216,22,892,8,0
3,11,440,30,1
35,14,116,26,1
958,16,200,2,0
167,7,927,2,0
36,16,17,16,1
25,18,78,20,1
849,5,139,9,0
444,31,531,1,0
380,24,751,10,0
644,46,986,28,0
20,17,88,18,1
446,32,64,24,0
3,13,101,28,1
26,7,21,26,1
488,25,943,6,0
50,16,213,16,1
795,1,553,24,0
968,36,220,11,0
174,14,229,6,0
14,20,245,20,1
46,12,449,24,1
25,9,293,26,1
39,5,229,20,1
613,5,550,25,0
26,5,385,25,1
19,20,376,14,1
510,5,841,11,0
99,45,537,3,0
36,11,295,24,1
42,1,388,28,1
47,11,477,20,1
50,13,282,24,1
48,13,354,11,1
937,47,871,30,0
923,4,519,2,0
13,2,179,10,1
972,3,913,4,0
283,31,887,9,0
922,5,554,3,0
1,19,178,24,1
621,21,928,23,0
215,43,14,29,0
41,0,410,12,1
631,49,639,7,0
504,30,608,25,0
236,6,713,8,0
26,1,331,17,1
65,18,266,12,0
29,19,279,28,1
19,20,112,17,1
11,13,44,30,1
488,1,477,7,0
0,2,430,29,1
689,49,442,30,0
17,3,60,22,1
910,12,859,30,0
845,2,236,5,0
95,30,583,7,0
10,6,488,13,1
31,0,231,18,1
884,8,994,1,0
212,22,632,4,0
749,0,701,15,0
185,22,412,7,0
16,6,477,25,1
724,26,436,24,0
323,45,962,29,0
999,47,20,26,0
968,25,12,29,0
563,33,900,7,0
5,12,491,28,1
419,12,39,27,0
570,5,357,18,0
9,3,347,16,1
33,12,243,19,1
846,10,96,14,0
680,15,574,16,0
18,5,378,24,1
81,4,455,4,0
0,4,81,23,1
694,10,692,14,0
46,2,488,11,1
22,20,353,21,1
261,40,582,9,0
9,17,62,27,1
41,20,301,17,1
29,13,438,17,1
5,16,174,30,1
39,17,394,27,1
417,8,227,19,0
41,18,46,19,1
193,14,861,12,0
792,25,694,23,0
38,8,72,29,1
40,16,353,27,1
2,20,155,22,1
39,16,444,25,1
927,14,52,24,0
7,7,494,18,1
3,4,201,21,1
45,5,40,29,1
594,4,702,9,0
306,24,437,22,0
13,11,369,10,1
894,18,704,21,0
50,16,404,17,1
9,11,260,28,1
48,14,280,28,1
2,20,476,12,1
31,4,334,16,1
47,6,124,25,1
11,10,380,12,1
863,16,35,3,0
636,29,77,10,0
44,15,353,26,1
388,28,783,8,0
811,14,535,6,0
496,20,609,1,0
945,37,281,5,0
96,12,928,16,0
36,16,158,28,1
11,5,7,22,1
33,2,367,30,1
315,35,592,9,0
46,33,883,10,0
182,37,167,16,0
446,29,96,10,0
939,11,144,16,0
24,8,367,26,1
912,5,381,17,0
862,5,647,4,0
8,2,78,12,1
15,11,122,18,1
889,38,617,6,0
4,11,317,21,1
36,10,51,15,1
17,13,78,19,1
43,15,461,12,1
891,27,122,4,0
824,19,663,20,0
921,2,348,6,0
537,33,750,6,0
364,23,833,0,0
619,13,379,0,0
46,20,489,10,1
295,9,377,3,0
32,0,376,26,1
46,4,174,14,1
48,41,514,1,0
935,34,858,12,0
36,1,481,18,1
27,7,350,13,1
27,8,235,13,1
44,16,433,29,1
586,18,407,19,0
875,27,618,17,0
20,18,134,24,1
14,12,104,25,1
2,17,72,28,1
236,6,171,5,0
625,9,704,18,0
101,23,729,6,0
32,41,725,24,0
239,45,654,21,0
589,2,394,22,0
24,14,4,13,1
43,1,322,16,1
171,40,263,15,0
323,21,587,29,0
306,45,283,13,0
582,50,922,21,0
10,2,333,10,1
5,20,366,23,1
13,10,446,19,1
58,23,993,26,0
3,13,182,25,1
2,14,202,19,1
8,12,359,28,1
76,44,172,29,0
967,27,636,9,0
598,9,317,19,0
27,18,126,27,1
21,13,49,28,1
44,14,96,10,1
646,3,755,17,0
6,12,413,24,1
36,13,11,21,1
94,30,282,18,0
7,7,168,17,1
9,18,405,15,1
493,4,880,21,0
8,12,253,24,1
12,6,380,16,1
34,3,243,11,1
179,43,550,20,0
688,8,494,0,0
397,26,930,26,0
3,15,490,26,1
212,1,746,3,0
10,0,205,17,1
733,21,135,25,0
583,43,112,17,0
47,8,82,30,1
4,7,409,22,1
34,21,319,27,0
8,1,290,30,1
109,31,668,7,0
13,0,68,18,1
18,25,210,2,0
621,21,621,28,0
6,14,300,20,1
11,13,394,16,1
217,7,573,23,0
224,10,675,27,0
417,13,95,2,0
725,2,301,0,0
551,26,669,24,0
450,36,972,13,0
608,11,694,22,0
945,38,271,8,0
76,32,470,4,0
197,18,680,1,0
369,1,525,29,0
65,33,928,14,0
41,10,442,25,1
583,22,469,28,0
14,18,467,15,1
919,13,919,5,0
373,3,702,1,0
924,29,266,25,0
850,42,462,12,0
19,11,429,29,1
40,13,175,26,1
142,11,330,27,0
328,2,746,12,0
84,0,377,23,0
902,13,513,17,0
1,2,269,20,1
24,12,123,26,1
31,2,269,27,1
606,32,764,23,0
27,25,61,2,0
25,2,208,20,1
25,14,44,5,0
991,27,701,19,0
60,11,327,27,0
7,8,218,20,1
297,14,222,17,0
719,44,679,16,0
375,35,6,3,0
953,23,168,10,0
22,12,409,20,1
11,6,247,24,1
853,19,864,14,0
156,3,137,26,0
3,11,42,18,1
43,7,404,23,1
23,9,194,24,1
51,28,970,16,0
858,20,122,0,0
50,3,369,24,1
46,5,378,19,1
330,39,838,0,0
4,0,73,24,1
11,17,177,23,1
7,9,365,29,1
398,21,626,11,0
42,5,115,27,1
714,18,581,30,0
46,16,433,21,1
14,11,95,14,1
61,31,723,27,0
9,2,473,27,1
49,10,409,23,1
817,32,993,30,0
14,17,58,23,1
41,7,467,24,1
13,8,275,13,1
838,7,850,30,0
37,3,299,25,1
43,13,115,26,1
449,2,247,17,0
297,4,1000,12,0
10,5,457,17,1
26,5,456,22,1
498,0,205,23,0
341,13,65,8,0
19,11,310,20,1
48,3,479,13,1
13,9,50,24,1
12,2,445,14,1
766,10,430,7,0
699,42,861,8,0
47,9,6,20,1
38,0,30,29,1
44,4,145,13,1
6,7,45,17,1
22,11,19,17,1
173,6,495,9,0
22,9,5,24,1
279,14,550,7,0
663,29,159,21,0
882,38,870,11,0
44,18,313,27,1
48,1,134,16,1
697,41,763,6,0
33,15,354,20,1
10,1,35,22,1
490,13,407,7,0
6,14,175,19,1
680,2,571,7,0
377,36,839,9,0
25,0,451,23,1
13,8,93,12,1
666,26,839,7,0
993,24,830,19,0
567,48,993,19,0
33,12,165,22,1
962,28,690,6,0
11,17,437,27,1
714,29,898,24,0
19,18,34,24,1
18,13,478,29,1
589,34,669,30,0
45,17,232,13,1
18,17,336,28,1
678,8,834,25,0
50,5,196,10,1
589,28,867,13,0
580,37,824,11,0
23,8,216,30,1
5,18,231,26,1
33,7,162,18,1
7,2,43,12,1
186,20,787,10,0
41,10,452,30,1
417,20,552,30,0
16,16,435,14,1
961,31,931,24,0
38,5,59,10,1
832,23,303,21,0
611,45,454,18,0
588,19,24,7,0
597,15,918,16,0
513,21,517,6,0
265,21,288,28,0
763,43,530,0,0
375,36,379,12,0
485,49,859,0,0
19,3,389,27,1
26,1,216,21,1
576,1,954,12,0
4,11,238,18,1
690,49,748,8,0
6,8,490,15,1
839,41,873,16,0
10,2,392,30,1
681,31,200,25,0
23,8,298,21,1
23,17,309,26,1
480,43,469,17,0
11,11,8,24,1
50,8,366,23,1
32,14,71,14,1
762,17,448,28,0
172,6,503,27,0
29,18,304,11,1
189,28,119,7,0
33,12,200,22,1
26,19,479,27,1
25,15,139,14,1
38,11,310,22,1
46,15,305,17,1
483,28,1,10,0
21,13,156,15,1
5,18,293,15,1
984,12,800,17,0
573,8,486,0,0
496,29,102,2,0
6,2,43,29,1
31,3,328,26,1
897,5,333,14,0
26,18,390,23,1
390,13,197,15,0
509,45,970,19,0
314,33,264,19,0
381,15,552,10,0
359,44,706,5,0
136,39,572,15,0
4,20,393,14,1
0,7,474,10,1
856,1,632,22,0
37,4,152,30,1
28,19,262,19,1
2,0,69,23,1
190,18,306,8,0
278,12,339,27,0
418,36,623,20,0
790,48,199,10,0
31,0,326,27,1
45,10,475,30,1
33,12,189,13,1
704,17,211,3,0
516,2,830,26,0
38,18,178,23,1
22,3,78,26,1
253,23,555,18,0
377,11,285,0,0
683,33,968,8,0
926,1,32,23,0
786,15,702,3,0
256,21,873,27,0
420,16,191,10,0
42,7,300,13,1
28,3,398,24,1
504,17,554,12,0
48,7,226,27,1
43,7,447,26,1
32,4,188,30,1
655,6,65,30,0
12,6,323,15,1
224,24,655,20,0
672,5,12,18,0
247,17,508,12,0
23,0,55,17,1
26,19,112,18,1
255,1,675,23,0
34,4,54,15,1
13,5,322,21,1
17,12,25,24,1
544,21,66,18,0
221,42,232,11,0
131,17,783,4,0
47,10,308,24,1
442,30,612,16,0
17,16,432,14,1
24,7,241,11,1
271,27,861,17,0
222,8,187,18,0
754,11,507,12,0
435,17,450,4,0
685,27,788,3,0
171,13,592,19,0
11,10,362,16,1
30,17,15,10,1
295,34,812,16,0
17,3,452,21,1
47,15,227,18,1
18,2,476,23,1
13,10,289,30,1
3,6,255,29,1
240,5,339,24,0
302,48,793,0,0
44,3,464,25,1
232,27,735,16,0
17,3,251,16,1
68,2,42,29,0
16,9,465,16,1
7,0,39,12,1
8,2,168,28,1
27,9,263,19,1
27,13,107,29,1
49,10,359,26,1
444,2,274,25,0
94,14,226,0,0
10,19,467,19,1
14,8,376,15,1
46,8,343,23,1
176,40,127,17,0
102,14,45,23,0
303,30,691,30,0
37,19,459,30,1
126,9,639,7,0
27,5,490,23,1
45,34,633,2,0
69,4,554,3,0
14,13,235,30,1
11,14,399,28,1
29,6,77,24,1
110,44,489,12,0
786,30,221,6,0
445,36,491,19,0
681,44,498,10,0
22,3,212,20,1
1,28,706,4,0
303,27,186,10,0
50,15,111,19,1
14,3,5,22,1
13,19,292,14,1
48,10,28,20,1
4,2,300,27,1
36,18,421,20,1
792,40,662,24,0
486,35,982,13,0
907,37,878,17,0
376,4,952,2,0
983,18,772,23,0
630,15,654,13,0
45,14,321,13,1
43,13,414,13,1
485,48,150,10,0
951,0,661,3,0
385,3,355,28,0
12,19,280,28,1
936,23,303,16,0
703,45,244,0,0
389,3,685,25,0
27,13,477,28,1
22,5,127,11,1
47,11,160,30,1
16,12,309,29,1
45,9,297,18,1
18,16,475,26,1
633,47,558,14,0
229,12,109,18,0
21,6,625,2,0
34,8,386,13,1
233,43,850,7,0
395,44,437,15,0
28,5,84,28,1
438,49,398,16,0
558,23,223,20,0
576,9,741,29,0
30,6,470,4,0
38,6,268,24,1
764,36,143,0,0
12,0,470,21,1
9,15,413,20,1
49,19,454,17,1
600,8,861,26,0
343,0,800,2,0
438,32,750,15,0
46,15,168,17,1
10,16,422,13,1
35,8,259,14,1
50,8,247,10,1
8,11,110,23,1
35,19,189,13,1
23,6,305,26,1
29,6,291,18,1
37,19,346,28,1
35,14,376,26,1
187,47,725,29,0
39,4,249,23,1
32,11,214,29,1
27,13,2,11,1
38,7,154,18,1
20,16,25,13,1
92,2,632,13,0
33,3,245,30,1
5,2,239,21,1
48,6,315,27,1
325,29,530,12,0
90,17,820,1,0
662,21,530,24,0
24,1,919,0,0
34,20,476,22,1
869,15,292,12,0
604,1,990,12,0
1,11,390,29,1
722,1,713,14,0
653,34,322,3,0
798,49,448,5,0
569,34,365,20,0
592,29,843,7,0
998,6,707,26,0
10,43,974,6,0
32,8,33,29,1
47,17,103,15,1
44,20,174,25,1
600,41,440,12,0
960,20,796,29,0
42,16,352,30,1
73,8,207,6,0
34,16,383,12,1
925,17,6,27,0
223,14,446,10,0
647,19,693,9,0
22,9,400,26,1
28,6,126,17,1
405,30,379,5,0
34,15,127,21,1
787,29,670,17,0
483,0,151,27,0
343,41,113,16,0
42,13,276,30,1
45,14,459,24,1
5,11,461,25,1
50,26,941,25,0
17,4,306,14,1
850,39,410,14,0
39,33,928,10,0
949,15,286,0,0
37,5,394,28,1
10,3,214,10,1
660,5,468,20,0
8,13,488,23,1
928,6,767,24,0
50,16,140,19,1
543,1,673,12,0
